City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,margate,51.3813,1.3862,50.31,75,98,1.99,GB,1684881881
362,kharp,66.8014,65.8081,44.74,64,83,3.65,RU,1684881881
363,ancud,-41.8697,-73.8203,49.08,85,72,28.59,CL,1684881692
364,machico,32.7,-16.7667,66.83,74,75,5.75,PT,1684881735
365,zomba,-15.386,35.3188,59.83,87,61,2.62,MW,1684881881
366,colon,9.3592,-79.9014,84.94,73,97,4.0,PA,1684881881
367,trincomalee,8.5711,81.2335,80.37,82,3,11.54,LK,1684881882
368,san angelo,31.4638,-100.437,94.05,43,20,8.01,US,1684881757
369,kerikeri,-35.2268,173.9474,61.92,72,2,10.83,NZ,1684881638
370,anadyr,64.75,177.4833,39.7,75,75,8.95,RU,1684881639
371,rancho palos verdes,33.7445,-118.387,68.16,84,75,10.36,US,1684881882
372,gerash,27.6652,54.1371,79.11,30,14,1.9,IR,1684881882
373,alta,69.9689,23.2717,44.19,80,100,2.3,NO,1684881739
374,tamanrasset,22.785,5.5228,78.71,21,0,11.5,DZ,1684881882
375,boulder,40.0833,-105.3505,72.91,38,0,4.61,US,1684881814
376,freetown,8.484,-13.2299,82.11,83,75,6.91,SL,1684881882
377,murzuq,25.9155,13.9184,84.81,14,68,3.6,LY,1684881882
378,petawawa,45.9001,-77.3328,76.59,27,20,11.5,CA,1684881652
379,prainha,-1.8,-53.48,77.72,87,83,2.82,BR,1684881882
380,sijunjung,-0.6876,100.9537,70.95,97,89,1.9,ID,1684881882
381,severnoye,56.3491,78.3619,49.28,61,31,6.87,RU,1684881882
382,kavieng,-2.5744,150.7967,81.72,82,89,13.13,PG,1684881882
383,yatou,37.15,122.3833,65.53,60,100,7.58,CN,1684881883
384,chudovo,59.1167,31.6833,56.14,67,69,3.78,RU,1684881883
385,turuntayevo,52.2,107.6167,44.69,76,69,3.91,RU,1684881883
386,ugoofaaru,5.6667,73.0,82.87,76,24,6.06,MV,1684881883
387,vysokaya gora,55.9128,49.3017,62.78,64,94,6.89,RU,1684881883
388,ar rutbah,33.0381,40.2848,77.18,34,100,21.16,IQ,1684881883
389,awjilah,29.1081,21.2869,71.69,40,22,8.5,LY,1684881883
390,tabalah,19.95,42.4,65.44,48,95,8.08,SA,1684881883
391,arteche,12.2645,125.4048,80.1,87,32,2.82,PH,1684881883
392,usoke,-5.1667,32.35,65.79,79,78,4.7,TZ,1684881883
393,wainwright,52.839,-110.8572,71.83,27,44,17.25,CA,1684881883
394,san luis de la loma,17.2706,-100.8939,87.08,60,72,7.83,MX,1684881884
395,shwebo,22.5667,95.7,83.97,54,40,10.69,MM,1684881884
396,jahanabad,25.2167,84.9833,76.84,45,46,8.48,IN,1684881884
397,meadow lake,34.8014,-106.5436,85.6,21,50,11.97,US,1684881884
398,kangasala,61.4638,24.076,56.01,69,14,3.6,FI,1684881884
399,smithers,54.7804,-127.1743,70.12,37,20,5.75,CA,1684881668
400,wajir,1.7471,40.0573,78.87,72,99,15.82,KE,1684881884
401,aden,12.7794,45.0367,85.35,78,73,15.43,YE,1684881884
402,papao,-17.75,-149.55,83.88,83,88,10.36,PF,1684881884
403,ulladulla,-35.35,150.4667,52.97,56,78,4.16,AU,1684881776
404,zelenogorskiy,55.0333,87.0,45.01,77,83,2.19,RU,1684881885
405,ponta delgada,37.7333,-25.6667,63.32,72,20,12.66,PT,1684881885
406,fort st. john,56.2499,-120.8529,48.09,81,100,9.22,CA,1684881885
407,quincy,42.2529,-71.0023,66.31,52,20,14.97,US,1684881719
408,ylitornio,66.3089,23.6773,44.87,94,94,5.95,FI,1684881885
409,manismata,-2.4667,111.0333,73.72,96,79,2.46,ID,1684881885
410,tapa,59.2606,25.9586,51.26,74,20,3.09,EE,1684881890
411,island harbour,50.724,-1.2758,53.2,86,97,3.0,GB,1684881891
412,changling,44.2653,124.0005,68.47,29,42,20.56,CN,1684881891
413,ntungamo,-0.8833,29.65,64.06,86,53,3.2,UG,1684881891
414,champerico,14.3,-91.9167,86.54,64,53,9.28,GT,1684881891
415,neiafu,-18.65,-173.9833,79.48,73,20,2.3,TO,1684881891
416,kasempa,-13.4584,25.8338,63.1,66,67,4.27,ZM,1684881891
417,wynyard,-41.0,145.7167,54.99,94,99,10.87,AU,1684881891
418,alaghsas,17.0187,8.0168,93.67,18,85,6.29,NE,1684881891
419,fortuna,40.5982,-124.1573,60.93,69,20,20.71,US,1684881891
420,juan griego,11.0817,-63.9655,75.33,94,89,12.66,VE,1684881891
421,el rama,12.1596,-84.2195,86.25,59,100,11.36,NI,1684881891
422,haiku-pauwela,20.9219,-156.3051,84.22,55,20,26.46,US,1684881891
423,baruun-urt,46.6806,113.2792,57.74,35,100,8.48,MN,1684881892
424,saguenay,48.4168,-71.0657,72.43,28,75,25.32,CA,1684881685
425,howrah,22.5892,88.3103,75.2,88,40,3.44,IN,1684881892
426,codrington,-38.2667,141.9667,52.72,74,79,14.99,AU,1684881892
427,dickinson,29.4608,-95.0513,88.14,65,40,8.05,US,1684881892
428,armacao de buzios,-22.7469,-41.8817,75.25,81,0,16.37,BR,1684881832
429,cockburn town,21.4612,-71.1419,81.41,72,0,3.13,TC,1684881892
430,guerrero negro,27.9769,-114.0611,67.39,61,4,17.02,MX,1684881892
431,kharan,28.5833,65.4167,82.9,32,91,10.36,PK,1684881892
432,souillac,-20.5167,57.5167,71.98,94,40,3.44,MU,1684881892
433,tolanaro,-25.0319,46.9987,62.67,88,40,4.61,MG,1684881892
434,pingliang,35.5392,106.6861,51.06,80,0,2.04,CN,1684881892
435,arkhangel'sk,64.5401,40.5433,57.02,89,99,3.74,RU,1684881892
436,santa terezinha,-29.9002,-50.0904,67.77,84,5,8.23,BR,1684881892
437,glendive,47.1053,-104.7125,83.82,39,40,14.97,US,1684881893
438,tvoroyri,61.5556,-6.8111,46.83,78,71,32.91,FO,1684881893
439,lensk,60.7253,114.9278,48.25,57,99,1.52,RU,1684881893
440,shalkar,47.8288,59.6258,65.12,37,1,10.8,KZ,1684881893
441,kiskunlachaza,47.1884,19.0093,63.14,90,100,6.93,HU,1684881893
442,port alfred,-33.5906,26.891,62.04,53,8,4.56,ZA,1684881893
443,dokkum,53.3222,5.997,50.0,87,40,6.91,NL,1684881893
444,potosi,-19.5836,-65.7531,46.45,21,0,3.06,BO,1684881733
445,sao joao da barra,-21.6403,-41.0511,69.89,85,84,10.6,BR,1684881893
446,vranov nad toplou,48.8884,21.6848,62.94,98,98,1.25,SK,1684881893
447,nishinoomote,30.7333,131.0,70.7,44,0,15.64,JP,1684881893
448,tyukhtet,56.5389,89.3011,46.56,56,34,10.09,RU,1684881894
449,lucapa,-8.4192,20.7447,69.85,49,41,3.02,AO,1684881894
450,ceeldheer,3.8488,47.1806,80.15,83,86,12.17,SO,1684881894
451,miramar,25.9873,-80.2323,86.02,76,100,9.22,US,1684881784
452,desaguadero,-16.5656,-69.0417,47.25,49,73,3.85,PE,1684881894
453,nyurba,63.2842,118.3319,48.31,48,100,4.88,RU,1684881894
454,gotha,50.9482,10.7019,48.15,90,0,8.05,DE,1684881894
455,amasra,41.7463,32.3863,59.0,91,94,2.01,TR,1684881894
456,kandiaro,27.0601,68.2091,88.9,37,73,5.32,PK,1684881894
457,tofol,5.3248,163.0078,83.98,79,75,9.22,FM,1684881894
458,xiangcheng chengguanzhen,33.847,113.4778,61.27,82,100,5.1,CN,1684881895
459,uyuni,-20.4597,-66.825,43.56,22,0,7.18,BO,1684881895
460,new yekepa,7.5794,-8.5378,71.76,95,98,1.9,LR,1684881895
461,durres,41.3231,19.4414,59.18,77,34,3.53,AL,1684881895
462,campo formoso,-10.5075,-40.3214,69.37,94,100,10.36,BR,1684881895
463,cooper's town,26.8667,-77.5167,79.18,72,16,10.13,BS,1684881895
464,altai,46.3722,96.2583,37.47,74,100,11.07,MN,1684881895
465,arizona city,32.7559,-111.671,100.15,6,0,14.79,US,1684881895
466,shahrud,36.4182,54.9763,68.58,35,12,5.14,IR,1684881895
467,dampit,-8.2116,112.7493,67.96,96,8,2.82,ID,1684881895
468,maranello,44.5248,10.8655,66.85,73,29,6.6,IT,1684881895
469,oster,50.9506,30.8823,55.2,86,50,2.46,UA,1684881895
470,belmonte,-15.8631,-38.8828,74.61,78,75,7.16,BR,1684881896
471,batyrevo,55.0675,47.6111,61.97,55,93,11.95,RU,1684881896
472,ishigaki,24.3448,124.1572,73.53,78,75,8.05,JP,1684881896
473,puerto deseado,-47.7503,-65.8938,48.81,43,0,15.73,AR,1684881896
474,aykhal,66.0,111.5,31.66,84,84,12.68,RU,1684881896
475,matam,15.6175,-13.3303,96.8,23,0,4.61,SN,1684881896
476,tura,25.5198,90.2201,69.35,96,97,3.71,IN,1684881896
477,bayanga,7.5214,124.2522,71.76,95,94,1.5,PH,1684881896
478,lethbridge,49.7,-112.8186,74.21,21,75,10.36,CA,1684881757
479,irtyshsk,53.3333,75.4572,53.89,44,1,6.62,KZ,1684881896
480,howard springs,-12.497,131.047,73.31,73,1,10.36,AU,1684881897
481,ndioum,16.5129,-14.6471,91.29,23,94,13.51,SN,1684881897
482,patong,7.8961,98.2966,87.03,99,92,9.28,TH,1684881897
483,birzebbuga,35.8258,14.5269,65.16,94,20,8.05,MT,1684881897
484,tangalle,6.024,80.7911,77.4,88,4,7.27,LK,1684881897
485,palopo,-2.9996,120.1921,77.25,87,99,1.7,ID,1684881897
486,lazaro cardenas,17.9583,-102.2,86.43,61,47,10.58,MX,1684881897
487,bereznik,62.8551,42.7072,55.81,92,99,2.73,RU,1684881897
488,horsham,51.064,-0.3272,54.28,69,0,1.14,GB,1684881898
489,roma,43.2128,-75.4557,75.38,42,0,9.22,US,1684881842
490,nanpiao,41.0982,120.7479,68.56,34,99,6.24,CN,1684881898
491,bereket,39.2446,55.5154,85.66,26,0,1.45,TM,1684881898
492,happy valley-goose bay,53.3168,-60.3315,61.11,29,75,18.41,CA,1684881898
493,kuching,1.55,110.3333,80.04,97,20,0.0,MY,1684881898
494,kyabe,9.4515,18.9449,88.25,40,90,4.68,TD,1684881898
495,senanga,-16.1167,23.2667,61.84,39,0,5.23,ZM,1684881898
496,acopiara,-6.0953,-39.4525,78.39,63,86,2.48,BR,1684881899
497,bac lieu,9.285,105.7244,82.31,78,98,7.31,VN,1684881899
498,cururupu,-1.8283,-44.8683,76.21,94,82,3.6,BR,1684881899
499,katima mulilo,-17.5,24.2667,62.73,33,0,6.55,NA,1684881899
500,muisne,0.6,-80.0333,78.94,83,86,4.0,EC,1684881899
501,kaspiyskiy,45.3929,47.3707,68.31,74,4,8.23,RU,1684881899
502,mezhdurechenskiy,59.6,65.9333,56.53,62,49,4.21,RU,1684881900
503,kalabo,-14.97,22.6814,60.01,38,4,3.96,ZM,1684881900
504,mohr,54.3528,9.7167,51.12,80,53,14.97,DE,1684881900
505,anloga,5.7947,0.8973,82.36,79,73,7.02,GH,1684881900
506,talara,-4.5772,-81.2719,84.96,65,0,6.91,PE,1684881900
507,zhezqazghan,47.7833,67.7667,55.98,50,0,11.18,KZ,1684881900
508,tarko-sale,64.9225,77.785,34.05,86,35,8.93,RU,1684881900
509,khabary,53.6259,79.5345,50.88,55,2,6.62,RU,1684881901
510,pitimbu,-7.4706,-34.8086,79.39,86,23,12.59,BR,1684881901
511,yeosu,34.7546,127.6599,61.95,77,96,4.63,KR,1684881901
512,washington,47.5001,-120.5015,72.05,30,4,7.31,US,1684881644
513,polyarnyy,69.1989,33.4478,46.99,86,45,7.67,RU,1684881901
514,nar'yan-mar,67.6713,53.087,56.44,68,79,8.72,RU,1684881902
515,sam roi yot,12.2708,99.872,80.58,86,100,5.32,TH,1684881902
516,nabire,-3.3667,135.4833,79.43,84,69,1.68,ID,1684881902
517,hovd,48.0056,91.6419,45.25,54,23,4.07,MN,1684881648
518,nelson bay,-32.7167,152.15,54.0,87,60,4.0,AU,1684881902
519,ust'-kulom,61.6864,53.6902,53.56,70,84,1.95,RU,1684881903
520,laughlin,35.1678,-114.573,101.68,9,0,26.46,US,1684881903
521,taltal,-25.4,-70.4833,62.92,82,27,0.18,CL,1684881903
522,murun-kuren,49.6342,100.1625,43.38,69,25,4.85,MN,1684881903
523,jakar,27.5492,90.7525,47.61,85,100,3.56,BT,1684881903
524,juneau,58.3019,-134.4197,57.2,47,75,12.66,US,1684881623
525,plettenberg bay,-34.0527,23.3716,56.71,67,21,3.15,ZA,1684881636
526,kosh-agach,50.0,88.6667,38.05,77,6,3.44,RU,1684881903
527,kumba,4.6363,9.4469,73.54,98,93,1.07,CM,1684881904
528,timmins,48.4669,-81.3331,49.82,100,100,8.05,CA,1684881904
529,seven pagodas,12.6264,80.1722,86.05,80,12,12.82,IN,1684881904
530,laascaanood,8.4774,47.3597,76.06,74,100,20.6,SO,1684881904
531,kidal,18.4411,1.4078,94.21,15,99,10.92,ML,1684881904
532,necochea,-38.5473,-58.7368,61.65,90,100,7.49,AR,1684881904
533,grand rapids,42.9634,-85.6681,80.49,38,6,1.99,US,1684881774
534,kudahuvadhoo,2.6708,72.8944,82.58,75,43,7.18,MV,1684881905
535,agios nikolaos,35.1914,25.7133,64.76,72,2,6.31,GR,1684881905
536,forrest city,35.0081,-90.7898,81.45,68,100,9.15,US,1684881905
537,antigonish,45.6169,-61.9986,48.38,67,0,4.56,CA,1684881905
538,menongue,-14.6585,17.691,60.62,36,78,4.38,AO,1684881905
539,mishan,45.55,131.8833,65.75,47,3,7.65,CN,1684881905
540,ladario,-19.0047,-57.6017,83.5,39,56,3.8,BR,1684881905
541,morehead city,34.7229,-76.726,73.44,77,100,18.41,US,1684881906
542,nazca,-14.8333,-74.95,73.62,56,54,5.88,PE,1684881906
543,komoro,36.3167,138.4333,51.75,78,62,1.01,JP,1684881906
544,andovoranto,-18.95,49.1,70.5,91,90,7.81,MG,1684881906
545,constitucion,-35.3333,-72.4167,54.16,85,73,7.56,CL,1684881906
546,fisterra,42.9049,-9.2629,65.01,81,1,22.59,ES,1684881907
547,naifaru,5.4444,73.3657,83.03,75,9,5.86,MV,1684881907
548,lobujya,27.95,86.8167,19.74,64,85,4.0,NP,1684881907
549,stephenville,32.2207,-98.2023,84.99,58,40,6.91,US,1684881907
550,sanctuary point,-35.1114,150.629,57.2,55,87,6.4,AU,1684881907
551,mbalmayo,3.5167,11.5,69.1,99,100,2.17,CM,1684881907
552,lompoc,34.6391,-120.4579,63.61,76,100,9.22,US,1684881912
553,bikenibeu village,1.3673,173.1241,84.16,79,75,6.91,KI,1684881653
554,kawambwa,-9.7915,29.0791,65.35,73,29,5.35,ZM,1684881913
555,mikhaylovskoye,51.8239,79.7172,51.22,44,0,7.07,RU,1684881913
556,hilo,19.7297,-155.09,81.28,78,40,5.99,US,1684881833
557,metahara,8.9,39.9167,73.74,61,64,0.89,ET,1684881913
558,sittwe,20.15,92.9,82.33,81,1,5.88,MM,1684881913
559,kiunga,-6.1219,141.2906,73.85,99,100,1.57,PG,1684881913
560,kristiansund,63.1115,7.732,45.25,81,75,3.44,NO,1684881913
561,polyarnyye zori,67.3661,32.4981,48.54,83,24,4.34,RU,1684881913
562,puerto baquerizo moreno,-0.9,-89.6,81.59,78,40,10.36,EC,1684881914
563,muntok,-2.0667,105.1833,77.63,90,49,6.96,ID,1684881914
564,al ghayzah,16.2079,52.176,83.91,71,18,6.26,YE,1684881914
565,acapulco de juarez,16.8634,-99.8901,89.42,62,0,6.91,MX,1684881633
566,camayenne,9.535,-13.6878,84.29,79,75,11.5,GN,1684881914
567,nadym,65.5333,72.5167,37.17,69,17,6.06,RU,1684881914
568,lubang,13.8584,120.124,84.52,71,55,2.57,PH,1684881914
569,la sarre,48.8002,-79.1996,45.77,94,100,14.79,CA,1684881800
570,abeche,13.8292,20.8324,89.26,21,9,0.85,TD,1684881914
571,seryshevo,51.0933,128.3786,65.17,41,100,10.67,RU,1684881914
572,kamloops,50.6665,-120.3192,55.74,86,100,2.3,CA,1684881696
573,kilju,40.9642,129.3278,69.03,37,1,2.95,KP,1684881915
574,san luis,-33.295,-66.3356,59.86,73,41,4.92,AR,1684881915
575,villa rica,33.7321,-84.9191,71.29,79,99,4.81,US,1684881709
576,longquan,24.6719,102.1613,63.9,61,1,1.9,CN,1684881915
577,hyderabad,17.3753,78.4744,81.91,61,40,8.05,IN,1684881786
578,new norfolk,-42.7826,147.0587,57.7,69,89,1.01,AU,1684881915
579,cidreira,-30.1811,-50.2056,68.41,84,8,9.57,BR,1684881915
580,matoury,4.8483,-52.3317,78.76,83,0,3.44,GF,1684881915
581,hinganghat,20.5667,78.8333,92.66,30,27,6.8,IN,1684881915
582,poso,-1.3959,120.7524,83.34,67,97,5.39,ID,1684881915
583,karachi,24.9056,67.0822,84.02,79,40,4.61,PK,1684881915
584,gonabad,34.3529,58.6837,74.53,31,1,3.06,IR,1684881916
585,anthony,32.004,-106.6058,95.45,10,0,7.0,US,1684881916
586,simanggang,1.2472,111.4528,75.18,94,100,3.44,MY,1684881916
587,novyy urgal,51.0736,132.5642,59.97,60,100,4.65,RU,1684881916
588,antonio enes,-16.2325,39.9086,74.8,78,100,7.56,MZ,1684881916
589,ciudad madero,22.2667,-97.8333,86.2,58,40,12.37,MX,1684881916
590,soio,-6.1349,12.3689,77.13,88,4,6.64,AO,1684881916
591,hailun,47.45,126.9333,67.51,30,98,15.28,CN,1684881916
592,arkalyk,50.2486,66.9114,57.9,51,27,8.61,KZ,1684881683
593,kovdor,67.5662,30.4758,49.73,85,67,4.81,RU,1684881916
594,praia,14.9215,-23.5087,73.94,73,20,18.41,CV,1684881917
595,tomatlan,19.9333,-105.25,91.92,37,52,10.96,MX,1684881917
596,ciudad lazaro cardenas,17.9583,-102.2,86.43,61,47,10.58,MX,1684881917
597,weno,7.4515,151.8468,85.95,84,75,8.05,FM,1684881917
